asset_age_years,past_failures,current_condition_score,last_maintained_days_ago,traffic_load_trains_per_day,asset_type,observed_urgency_score
11.4,5,54.3,210,194,Signal,49.94
24.8,2,47.0,94,218,OHE (Overhead Equipment),32.74
32.2,1,70.7,84,162,Signal,32.23
13.0,0,57.6,137,169,S&T (Points/Crossing),30.79
22.3,3,47.2,377,56,Signal,42.83
3.0,2,13.4,149,219,Signal,42.01
9.2,1,21.5,168,70,S&T (Points/Crossing),34.58
27.7,1,32.4,386,190,Signal,59.57
33.9,2,28.2,178,47,Signal,53.96
2.8,4,82.7,584,51,Track (Rail/Ballast),37.49
37.3,1,50.5,52,197,Track (Rail/Ballast),32.16
10.9,2,84.3,14,72,Signal,9.46
6.8,2,14.3,334,80,Signal,53.81
27.0,3,90.8,136,136,OHE (Overhead Equipment),20.64
12.1,3,41.2,665,117,Signal,63.69
21.8,2,80.1,493,162,Track (Rail/Ballast),54.45
23.9,4,37.8,92,105,S&T (Points/Crossing),49.99
25.1,2,76.1,715,116,Track (Rail/Ballast),43.87
11.2,2,75.4,623,96,Track (Rail/Ballast),30.52
38.6,2,66.4,297,105,Signal,34.24
31.1,6,45.4,63,193,OHE (Overhead Equipment),50.73
21.1,3,84.3,556,210,Signal,38.3
11.2,3,13.9,729,68,Signal,75.47
33.2,3,97.0,297,62,Track (Rail/Ballast),36.72
16.2,3,12.9,573,64,OHE (Overhead Equipment),48.37
26.3,2,24.2,431,130,Track (Rail/Ballast),56.05
7.4,3,49.4,629,26,Signal,35.62
7.4,2,26.3,43,219,S&T (Points/Crossing),46.1
32.5,2,32.5,158,117,Track (Rail/Ballast),44.89
15.0,4,78.8,694,105,OHE (Overhead Equipment),42.53
35.2,1,47.2,593,185,Signal,52.65
16.0,2,93.0,601,45,OHE (Overhead Equipment),32.33
29.1,5,62.1,370,153,Track (Rail/Ballast),46.36
5.1,4,37.4,325,218,S&T (Points/Crossing),55.36
39.6,2,10.5,476,91,Track (Rail/Ballast),65.88
37.0,3,14.5,394,65,Track (Rail/Ballast),52.3
7.7,2,10.1,342,18,Signal,47.16
24.6,1,77.4,660,149,Track (Rail/Ballast),39.68
10.0,4,43.0,289,180,OHE (Overhead Equipment),46.87
13.7,2,38.5,720,215,Signal,59.69
25.0,1,37.0,362,207,Signal,54.84
22.5,0,77.3,463,19,OHE (Overhead Equipment),26.09
19.5,3,81.8,170,209,OHE (Overhead Equipment),26.9
18.2,3,23.5,655,15,Signal,48.31
13.6,1,17.0,682,55,Signal,46.35
9.2,1,59.5,143,161,Signal,29.55
31.8,1,49.8,288,62,Signal,38.71
15.6,2,16.6,290,164,Signal,59.86
17.9,2,87.0,155,141,OHE (Overhead Equipment),33.85
6.1,3,79.6,554,36,S&T (Points/Crossing),25.63
9.5,2,92.4,696,67,S&T (Points/Crossing),26.76
27.3,2,52.9,266,50,S&T (Points/Crossing),41.43
15.7,1,13.1,717,35,S&T (Points/Crossing),61.43
36.3,2,28.7,598,60,Signal,56.17
19.8,4,47.3,57,192,Track (Rail/Ballast),39.19
1.1,1,65.4,236,189,OHE (Overhead Equipment),33.78
25.5,3,55.7,588,180,Signal,53.28
4.9,3,26.4,554,120,S&T (Points/Crossing),58.2
35.8,2,44.8,117,161,S&T (Points/Crossing),40.21
16.3,2,87.4,259,47,S&T (Points/Crossing),19.09
23.0,6,86.9,184,166,S&T (Points/Crossing),36.38
37.4,3,22.8,674,130,OHE (Overhead Equipment),68.21
29.9,9,28.3,208,118,S&T (Points/Crossing),63.98
14.5,1,61.1,299,210,Track (Rail/Ballast),40.95
24.5,1,93.0,702,151,OHE (Overhead Equipment),33.71
9.3,2,99.2,551,204,OHE (Overhead Equipment),38.46
6.0,1,42.4,77,169,OHE (Overhead Equipment),30.57
10.5,2,61.4,621,17,Track (Rail/Ballast),36.03
17.1,1,10.2,302,184,Track (Rail/Ballast),61.95
7.4,4,19.9,729,33,OHE (Overhead Equipment),52.83
28.8,2,17.8,486,135,Track (Rail/Ballast),73.29
30.5,3,80.5,698,184,OHE (Overhead Equipment),48.18
11.9,1,92.2,626,131,OHE (Overhead Equipment),34.88
26.2,3,94.3,540,42,S&T (Points/Crossing),28.01
21.3,0,14.6,722,185,Signal,71.06
20.9,1,97.7,361,138,Track (Rail/Ballast),22.68
6.3,1,46.6,574,168,Signal,37.58
28.6,0,32.2,507,164,Signal,64.79
10.0,3,66.9,416,20,Track (Rail/Ballast),28.18
18.5,2,71.0,305,15,Track (Rail/Ballast),24.86
39.9,1,84.6,514,181,Signal,37.8
12.8,4,79.7,45,106,OHE (Overhead Equipment),30.26
31.0,3,93.8,20,15,S&T (Points/Crossing),19.39
31.7,1,20.3,511,46,S&T (Points/Crossing),50.53
22.0,2,88.5,533,163,Track (Rail/Ballast),43.57
11.3,2,17.8,61,122,OHE (Overhead Equipment),51.39
6.8,3,34.7,39,139,Track (Rail/Ballast),41.42
39.8,1,19.7,475,63,S&T (Points/Crossing),66.02
38.3,3,66.2,50,47,S&T (Points/Crossing),41.41
13.2,2,59.7,251,143,Track (Rail/Ballast),29.17
28.5,2,92.1,470,112,Track (Rail/Ballast),36.95
35.4,1,85.4,258,178,S&T (Points/Crossing),46.42
7.7,1,90.1,203,105,S&T (Points/Crossing),19.93
7.1,2,46.2,521,29,Track (Rail/Ballast),38.04
14.5,2,37.0,8,147,S&T (Points/Crossing),39.99
3.2,1,70.8,48,157,Signal,30.51
3.7,1,88.1,331,71,OHE (Overhead Equipment),13.33
0.9,0,40.6,611,192,OHE (Overhead Equipment),46.44
30.1,3,40.0,299,47,S&T (Points/Crossing),44.65
14.4,4,66.5,231,72,S&T (Points/Crossing),29.15
35.1,1,45.3,305,138,OHE (Overhead Equipment),50.39
8.4,0,38.2,304,144,Signal,33.69
6.7,2,22.0,346,78,OHE (Overhead Equipment),52.28
16.3,7,33.9,664,27,Track (Rail/Ballast),57.64
31.1,1,69.4,571,176,Signal,47.87
25.6,2,44.8,58,196,Signal,45.07
20.8,0,64.4,303,27,Signal,30.36
13.7,1,88.8,479,141,S&T (Points/Crossing),26.23
10.7,1,12.9,250,96,Track (Rail/Ballast),37.37
32.8,2,70.2,645,37,OHE (Overhead Equipment),44.04
17.0,3,26.9,517,19,OHE (Overhead Equipment),41.67
10.6,1,37.1,553,201,S&T (Points/Crossing),48.62
12.7,4,21.0,498,199,Signal,48.44
34.0,4,59.7,575,113,Track (Rail/Ballast),55.4
18.1,1,38.2,60,126,Signal,39.04
16.6,6,18.3,642,88,OHE (Overhead Equipment),60.96
16.9,5,83.3,30,73,OHE (Overhead Equipment),33.21
4.5,0,61.8,449,201,OHE (Overhead Equipment),40.42
17.0,3,15.8,481,192,OHE (Overhead Equipment),61.58
34.4,2,69.6,352,91,OHE (Overhead Equipment),32.19
9.1,2,82.1,478,145,Track (Rail/Ballast),31.53
25.6,1,80.1,131,35,OHE (Overhead Equipment),25.01
8.7,0,74.1,185,78,Track (Rail/Ballast),22.65
9.8,4,54.7,440,128,Track (Rail/Ballast),38.61
12.1,3,67.3,726,94,Track (Rail/Ballast),48.66
24.6,3,54.3,71,146,OHE (Overhead Equipment),30.88
13.9,3,39.6,296,93,Track (Rail/Ballast),47.92
2.2,2,26.2,327,120,OHE (Overhead Equipment),47.09
0.5,2,39.3,170,121,Track (Rail/Ballast),42.65
8.6,2,82.1,49,86,Signal,21.21
36.1,1,37.3,321,197,S&T (Points/Crossing),62.74
14.7,2,17.0,395,43,Signal,51.49
17.2,2,65.0,412,119,Track (Rail/Ballast),30.34
33.4,3,82.2,361,123,S&T (Points/Crossing),44.52
2.3,2,80.2,149,159,Track (Rail/Ballast),22.08
38.8,0,65.1,332,195,Track (Rail/Ballast),50.48
12.8,2,43.1,268,103,OHE (Overhead Equipment),46.81
14.6,1,27.0,470,77,OHE (Overhead Equipment),47.13
19.2,3,59.0,165,28,OHE (Overhead Equipment),21.17
14.0,1,42.3,56,25,OHE (Overhead Equipment),34.13
9.1,3,29.1,299,97,S&T (Points/Crossing),51.05
34.6,2,94.5,41,96,Track (Rail/Ballast),19.75
4.6,2,46.3,422,201,OHE (Overhead Equipment),40.33
13.3,3,23.9,236,166,S&T (Points/Crossing),47.24
29.1,2,82.3,15,149,Signal,29.06
14.1,2,55.1,646,194,Signal,42.76
14.3,0,48.5,202,27,Signal,36.56
24.9,0,13.0,401,74,S&T (Points/Crossing),49.38
20.3,1,16.4,198,27,Signal,49.47
33.0,0,18.0,690,23,Track (Rail/Ballast),45.45
1.5,4,92.3,74,22,Track (Rail/Ballast),17.44
4.5,3,15.6,160,148,S&T (Points/Crossing),46.17
34.9,4,29.5,259,131,Track (Rail/Ballast),58.83
32.6,3,24.6,159,89,Signal,52.76
33.4,2,38.4,466,157,Track (Rail/Ballast),54.83
13.0,3,85.2,527,88,Signal,30.83
39.7,2,51.6,350,49,OHE (Overhead Equipment),37.86
7.3,0,80.3,218,209,Track (Rail/Ballast),40.27
18.8,2,17.1,650,168,OHE (Overhead Equipment),68.14
1.2,3,41.7,487,152,S&T (Points/Crossing),55.99
32.4,3,34.0,236,59,S&T (Points/Crossing),36.85
8.9,2,40.0,430,135,S&T (Points/Crossing),44.19
27.7,2,51.8,511,146,Track (Rail/Ballast),49.97
1.7,2,35.1,328,57,Signal,36.28
29.7,1,51.3,66,114,OHE (Overhead Equipment),31.68
3.8,1,75.2,433,198,Signal,33.27
32.1,0,51.0,121,44,Track (Rail/Ballast),28.05
23.0,1,57.2,721,187,Track (Rail/Ballast),55.98
5.9,5,94.5,665,180,OHE (Overhead Equipment),27.83
31.1,2,44.3,619,46,OHE (Overhead Equipment),52.23
2.1,2,12.0,413,139,S&T (Points/Crossing),47.98
33.2,0,16.5,624,118,OHE (Overhead Equipment),68.42
9.8,1,99.6,524,189,Signal,29.23
25.4,2,87.0,369,55,Track (Rail/Ballast),28.63
39.0,1,11.5,29,134,Signal,51.96
18.5,4,78.7,216,116,Track (Rail/Ballast),30.75
36.4,2,20.0,11,67,Track (Rail/Ballast),52.4
37.8,1,79.8,36,112,S&T (Points/Crossing),20.48
20.3,0,78.1,665,184,Signal,36.58
7.1,8,42.7,196,93,Signal,40.63
0.6,2,20.8,284,93,S&T (Points/Crossing),41.39
18.3,4,51.9,539,183,Signal,52.6
14.6,3,80.3,205,133,Signal,16.92
39.5,3,89.7,477,106,Track (Rail/Ballast),44.03
18.0,0,53.0,581,206,Signal,55.13
4.9,2,59.1,566,128,Track (Rail/Ballast),36.36
23.0,2,72.0,654,29,S&T (Points/Crossing),35.37
14.6,1,24.7,236,153,OHE (Overhead Equipment),41.21
20.4,5,37.9,576,57,Signal,47.92
34.2,5,58.1,544,217,OHE (Overhead Equipment),62.71
37.3,1,68.2,109,46,Track (Rail/Ballast),18.2
22.7,1,63.3,309,71,Track (Rail/Ballast),35.41
19.7,1,54.3,636,121,OHE (Overhead Equipment),49.85
20.2,3,58.3,330,172,Signal,40.56
34.1,1,18.5,161,128,Signal,47.21
30.0,1,37.5,607,204,OHE (Overhead Equipment),56.55
28.6,1,28.2,626,58,Track (Rail/Ballast),53.04
12.3,2,69.7,42,193,OHE (Overhead Equipment),36.42
30.9,0,97.9,259,102,S&T (Points/Crossing),26.16
27.1,2,88.0,612,173,S&T (Points/Crossing),42.62
35.7,0,58.2,611,202,S&T (Points/Crossing),50.96
2.0,0,78.6,166,50,S&T (Points/Crossing),0.0
24.7,2,14.5,600,55,Track (Rail/Ballast),56.28
13.7,3,17.0,475,92,S&T (Points/Crossing),56.86
5.4,4,18.3,43,207,Signal,45.98
27.8,3,71.1,412,136,Signal,44.55
32.3,2,60.0,548,104,OHE (Overhead Equipment),54.22
22.3,1,32.6,141,51,OHE (Overhead Equipment),45.79
27.1,3,74.4,397,21,S&T (Points/Crossing),39.02
9.4,5,12.7,238,15,Track (Rail/Ballast),48.15
25.8,2,90.9,441,127,S&T (Points/Crossing),27.02
35.2,3,18.3,429,30,Track (Rail/Ballast),54.33
24.4,1,58.0,412,211,Signal,34.83
3.8,6,78.1,413,121,S&T (Points/Crossing),42.03
8.0,2,42.0,187,83,Track (Rail/Ballast),45.53
17.2,2,96.8,308,126,Track (Rail/Ballast),21.46
21.3,2,74.5,405,88,OHE (Overhead Equipment),36.3
3.0,1,33.3,309,54,Signal,29.7
36.5,0,59.5,344,87,OHE (Overhead Equipment),34.91
24.1,2,90.2,636,161,Signal,40.53
31.7,1,21.9,75,46,Signal,37.47
21.1,4,38.0,612,169,OHE (Overhead Equipment),57.73
3.8,5,18.3,503,58,S&T (Points/Crossing),46.37
31.6,0,87.1,726,95,OHE (Overhead Equipment),37.51
7.6,3,92.6,159,201,Track (Rail/Ballast),28.89
25.9,1,55.2,686,123,Signal,43.98
6.8,0,14.6,296,39,OHE (Overhead Equipment),29.47
21.7,4,72.4,614,211,Signal,49.09
10.6,3,46.8,705,134,Signal,47.8
34.8,1,22.3,286,205,Signal,52.89
33.2,4,96.5,229,72,Track (Rail/Ballast),37.8
10.4,3,96.5,722,89,Track (Rail/Ballast),28.16
33.9,2,86.8,599,140,OHE (Overhead Equipment),42.48
3.0,1,87.9,53,192,Signal,6.18
13.1,3,82.0,169,202,S&T (Points/Crossing),36.44
22.5,3,28.9,517,38,S&T (Points/Crossing),52.3
36.0,2,59.0,458,101,OHE (Overhead Equipment),38.31
34.5,1,85.0,469,143,Track (Rail/Ballast),42.0
38.0,2,13.5,707,39,S&T (Points/Crossing),61.64
35.5,1,60.4,231,52,Signal,40.88
24.0,1,63.4,440,78,Signal,31.02
39.3,2,38.6,167,186,Track (Rail/Ballast),51.9
39.4,1,50.4,491,64,Signal,51.72
26.7,2,46.0,477,176,S&T (Points/Crossing),56.75
17.4,1,56.9,87,178,S&T (Points/Crossing),25.79
12.2,1,88.7,427,120,S&T (Points/Crossing),21.5
3.2,3,83.2,202,117,Track (Rail/Ballast),25.45
3.3,1,76.8,707,177,S&T (Points/Crossing),33.66
35.0,3,25.7,675,103,S&T (Points/Crossing),67.52
13.0,0,33.1,51,16,Track (Rail/Ballast),31.51
9.2,2,58.4,218,151,Track (Rail/Ballast),18.43
37.3,2,90.9,18,58,S&T (Points/Crossing),13.98
15.8,3,91.6,594,203,S&T (Points/Crossing),34.89
11.7,2,78.0,171,17,Signal,16.58
1.0,2,83.6,509,169,OHE (Overhead Equipment),33.57
20.7,1,58.1,414,70,Signal,36.54
6.7,1,94.8,625,162,Signal,28.69
6.3,1,83.8,181,29,Signal,10.46
16.3,4,98.2,619,121,Signal,38.28
2.6,0,62.1,427,201,OHE (Overhead Equipment),42.34
19.4,2,76.2,722,161,Signal,49.19
26.1,4,13.0,540,118,OHE (Overhead Equipment),66.16
10.3,3,11.3,317,49,S&T (Points/Crossing),49.89
19.5,3,84.0,254,97,S&T (Points/Crossing),36.46
15.3,0,46.7,86,109,Signal,31.14
31.7,2,14.9,238,178,Track (Rail/Ballast),66.43
35.9,1,79.1,220,219,OHE (Overhead Equipment),33.65
24.7,1,97.5,106,135,Track (Rail/Ballast),25.45
30.2,1,33.8,306,130,Signal,41.46
37.8,2,73.7,86,50,Signal,33.04
37.6,1,37.1,672,109,Track (Rail/Ballast),60.96
35.6,2,71.2,144,51,OHE (Overhead Equipment),38.01
2.5,1,11.6,355,94,Track (Rail/Ballast),47.34
38.2,2,62.7,28,126,S&T (Points/Crossing),38.82
8.1,2,80.3,556,129,OHE (Overhead Equipment),26.74
18.4,1,43.9,348,212,Track (Rail/Ballast),52.78
9.8,4,19.1,583,80,Signal,55.51
11.5,2,13.7,344,188,Signal,56.52
32.6,3,48.0,540,38,OHE (Overhead Equipment),55.13
23.4,2,35.1,344,62,Track (Rail/Ballast),53.64
8.6,3,76.1,295,36,OHE (Overhead Equipment),17.87
29.4,3,69.3,259,128,Track (Rail/Ballast),33.05
11.9,2,11.1,256,28,Track (Rail/Ballast),45.19
12.0,7,42.4,685,129,Track (Rail/Ballast),55.96
18.7,3,100.0,363,74,Track (Rail/Ballast),24.21
23.9,3,39.3,308,108,Track (Rail/Ballast),47.28
35.3,3,84.6,591,197,OHE (Overhead Equipment),54.93
32.3,0,35.2,297,129,S&T (Points/Crossing),40.01
31.7,3,47.1,287,96,OHE (Overhead Equipment),49.43
32.4,1,12.2,505,208,OHE (Overhead Equipment),71.01
16.6,0,49.1,169,129,OHE (Overhead Equipment),47.6
22.3,2,95.7,317,66,OHE (Overhead Equipment),31.16
13.2,1,79.7,91,48,S&T (Points/Crossing),15.62
14.9,1,46.6,369,161,S&T (Points/Crossing),41.38
17.8,4,31.0,97,182,S&T (Points/Crossing),46.36
34.2,3,16.7,149,158,Track (Rail/Ballast),51.84
20.4,2,37.9,645,98,S&T (Points/Crossing),49.66
30.8,3,10.3,576,168,OHE (Overhead Equipment),69.73
5.1,0,34.5,149,218,OHE (Overhead Equipment),36.64
36.3,3,91.8,221,77,OHE (Overhead Equipment),27.58
33.0,1,54.3,471,121,Signal,53.66
8.1,1,93.4,156,189,S&T (Points/Crossing),24.73
24.0,0,59.7,160,196,Track (Rail/Ballast),32.52
21.1,3,17.3,556,38,S&T (Points/Crossing),59.74
38.6,1,94.9,348,56,S&T (Points/Crossing),29.2
10.0,2,47.9,603,42,Signal,54.75
35.0,3,37.8,359,52,Track (Rail/Ballast),44.81
12.5,0,50.1,555,140,OHE (Overhead Equipment),39.96
16.6,1,78.2,371,51,OHE (Overhead Equipment),42.3
12.9,1,71.9,425,24,Track (Rail/Ballast),23.82
29.2,2,22.5,263,213,S&T (Points/Crossing),60.88
7.4,5,78.9,193,137,Signal,27.33
36.3,2,56.1,343,140,S&T (Points/Crossing),46.04
20.9,0,66.7,104,136,Track (Rail/Ballast),32.07
30.1,2,53.1,52,216,Track (Rail/Ballast),41.83
5.9,3,64.1,716,180,Signal,43.5
38.3,5,24.6,70,104,Signal,53.86
29.1,0,55.6,425,77,S&T (Points/Crossing),37.17
27.4,3,46.6,34,38,OHE (Overhead Equipment),29.83
17.0,4,11.7,386,132,Signal,54.21
35.9,1,13.1,331,207,Track (Rail/Ballast),68.94
37.4,3,33.1,213,215,S&T (Points/Crossing),68.23
38.6,3,23.6,131,100,Signal,51.49
33.5,0,50.4,104,164,OHE (Overhead Equipment),40.49
8.3,3,91.1,97,78,Track (Rail/Ballast),6.97
29.3,3,95.3,350,95,Signal,28.97
25.9,2,84.4,290,147,Track (Rail/Ballast),31.15
3.9,4,80.2,280,139,S&T (Points/Crossing),32.25
12.6,5,78.1,139,142,OHE (Overhead Equipment),28.07
32.2,1,54.7,292,104,OHE (Overhead Equipment),35.67
30.1,2,97.7,626,198,S&T (Points/Crossing),37.57
20.7,2,81.2,194,168,S&T (Points/Crossing),32.83
14.3,2,79.7,49,90,Signal,25.13
35.8,3,11.3,77,19,Track (Rail/Ballast),50.84
5.9,3,96.1,703,175,S&T (Points/Crossing),26.85
32.3,2,11.1,111,67,S&T (Points/Crossing),60.16
29.4,3,22.1,140,52,OHE (Overhead Equipment),47.59
8.1,2,73.0,431,190,OHE (Overhead Equipment),36.71
3.8,2,82.9,461,17,Track (Rail/Ballast),20.13
37.6,0,18.6,280,32,Signal,61.42
15.8,3,79.9,273,170,S&T (Points/Crossing),28.85
10.5,1,75.0,331,48,OHE (Overhead Equipment),16.6
34.4,2,88.3,99,58,Track (Rail/Ballast),23.15
6.1,2,21.5,475,74,OHE (Overhead Equipment),39.96
6.1,1,37.5,505,180,S&T (Points/Crossing),48.53
16.0,1,74.0,690,198,S&T (Points/Crossing),41.46
17.6,4,88.1,158,200,Track (Rail/Ballast),34.14
34.0,2,94.7,355,176,Track (Rail/Ballast),42.01
36.4,2,10.7,221,17,Signal,45.54
24.3,3,17.5,428,60,S&T (Points/Crossing),60.89
21.2,2,39.8,352,127,OHE (Overhead Equipment),53.59
0.7,0,21.3,407,61,OHE (Overhead Equipment),32.65
32.6,3,83.2,394,212,S&T (Points/Crossing),40.92
30.3,2,93.1,355,49,OHE (Overhead Equipment),27.75
20.0,2,24.8,21,117,S&T (Points/Crossing),48.5
16.8,2,95.3,50,59,Track (Rail/Ballast),17.22
35.9,2,12.1,589,91,OHE (Overhead Equipment),61.3
16.0,1,28.4,590,176,OHE (Overhead Equipment),56.26
4.6,2,40.9,612,36,S&T (Points/Crossing),39.07
5.5,5,32.9,477,160,Signal,42.47
32.6,3,86.7,141,217,S&T (Points/Crossing),31.31
31.8,2,35.0,607,205,OHE (Overhead Equipment),68.47
32.0,2,35.9,639,120,S&T (Points/Crossing),69.17
34.3,3,78.9,589,122,S&T (Points/Crossing),52.91
36.1,1,25.3,223,177,Track (Rail/Ballast),67.11
20.2,2,29.5,456,49,OHE (Overhead Equipment),60.62
32.6,3,38.1,596,184,S&T (Points/Crossing),59.71
16.3,4,88.4,645,59,OHE (Overhead Equipment),40.9
8.6,4,71.8,80,35,S&T (Points/Crossing),29.16
13.9,2,85.4,661,91,Signal,33.59
17.5,2,71.8,110,201,S&T (Points/Crossing),30.59
32.5,1,63.2,454,207,Track (Rail/Ballast),55.43
1.6,3,97.6,293,57,OHE (Overhead Equipment),16.87
27.5,2,47.6,293,143,OHE (Overhead Equipment),40.58
17.5,2,55.4,323,190,OHE (Overhead Equipment),48.82
6.7,5,11.9,671,149,S&T (Points/Crossing),66.03
24.2,3,27.6,318,156,S&T (Points/Crossing),57.39
25.8,2,42.4,293,107,OHE (Overhead Equipment),53.23
18.9,1,13.0,357,152,Track (Rail/Ballast),49.09
10.2,3,16.0,390,24,Track (Rail/Ballast),52.39
28.0,3,41.1,657,177,Track (Rail/Ballast),65.65
31.1,1,54.4,670,93,OHE (Overhead Equipment),54.11
11.0,0,78.3,648,109,Signal,30.55
20.2,2,45.0,407,167,OHE (Overhead Equipment),52.26
13.7,2,72.4,260,128,Signal,28.15
6.2,2,53.9,75,196,S&T (Points/Crossing),34.3
6.8,4,73.9,193,92,S&T (Points/Crossing),20.89
20.1,3,15.1,625,219,OHE (Overhead Equipment),61.45
33.3,4,55.1,410,154,Signal,53.92
24.2,0,61.6,584,90,Track (Rail/Ballast),44.2
6.9,2,15.0,180,87,S&T (Points/Crossing),51.83
16.9,2,46.3,441,47,S&T (Points/Crossing),32.28
12.0,3,66.6,369,129,Track (Rail/Ballast),38.25
0.8,4,21.5,518,167,Track (Rail/Ballast),48.52
30.7,1,38.5,250,219,OHE (Overhead Equipment),60.12
14.0,2,18.5,382,155,Track (Rail/Ballast),61.76
3.1,5,91.7,624,27,OHE (Overhead Equipment),35.65
22.2,4,89.8,229,113,OHE (Overhead Equipment),25.0
18.8,1,96.3,414,101,Track (Rail/Ballast),26.98
14.7,2,82.4,94,138,Track (Rail/Ballast),32.7
35.7,0,50.1,606,39,Signal,50.36
14.8,1,80.4,429,189,Track (Rail/Ballast),30.98
7.0,1,36.0,21,133,Signal,34.13
25.4,3,65.1,588,20,Signal,30.48
30.3,1,30.7,515,216,Track (Rail/Ballast),51.15
24.5,4,34.6,344,162,Track (Rail/Ballast),50.33
38.4,1,27.1,319,46,Signal,66.92
30.5,2,58.0,717,24,OHE (Overhead Equipment),51.46
2.8,3,94.1,679,158,Track (Rail/Ballast),28.21
13.9,5,85.7,182,67,Signal,15.91
38.4,1,76.9,71,64,S&T (Points/Crossing),34.44
33.8,0,50.7,466,56,OHE (Overhead Equipment),50.83
17.0,2,43.9,359,182,Signal,47.53
21.5,5,85.4,343,206,Track (Rail/Ballast),42.84
16.8,5,38.7,208,181,S&T (Points/Crossing),42.64
10.7,4,48.5,581,113,OHE (Overhead Equipment),44.23
20.2,1,92.3,672,77,Track (Rail/Ballast),31.57
2.5,4,85.6,636,125,Signal,27.67
6.3,0,53.1,582,113,Track (Rail/Ballast),33.87
35.8,1,28.1,335,195,S&T (Points/Crossing),61.58
30.0,3,12.0,728,137,Signal,55.72
16.6,0,35.6,628,213,S&T (Points/Crossing),51.02
35.5,3,10.2,495,61,S&T (Points/Crossing),67.42
10.7,2,10.8,453,78,OHE (Overhead Equipment),37.58
37.5,2,82.3,720,97,Track (Rail/Ballast),49.25
13.5,3,14.5,292,172,Track (Rail/Ballast),47.37
8.3,1,65.1,400,180,Track (Rail/Ballast),41.5
22.2,3,51.5,160,170,Signal,44.69
35.0,2,24.6,589,42,Signal,64.71
16.9,2,76.0,620,100,S&T (Points/Crossing),36.76
16.7,2,29.0,446,149,Signal,50.97
15.1,0,80.5,227,191,S&T (Points/Crossing),23.91
33.1,0,92.7,650,53,S&T (Points/Crossing),42.91
17.4,3,14.5,114,62,Track (Rail/Ballast),44.28
24.3,1,78.9,673,176,Signal,54.79
4.4,2,13.1,37,138,OHE (Overhead Equipment),29.69
15.1,3,71.7,591,208,S&T (Points/Crossing),41.03
31.1,1,85.8,253,128,S&T (Points/Crossing),38.05
38.7,3,42.3,598,22,Signal,55.23
25.2,4,63.7,249,82,OHE (Overhead Equipment),34.53
22.6,4,68.5,185,192,S&T (Points/Crossing),43.64
32.6,2,22.2,541,69,Track (Rail/Ballast),59.88
32.0,0,67.7,150,166,Track (Rail/Ballast),40.07
18.6,0,79.8,132,121,Signal,9.21
4.0,3,44.1,351,117,Signal,42.21
35.3,3,32.8,675,128,Signal,45.28
16.2,0,74.6,307,79,Signal,28.73
10.5,3,61.4,64,157,S&T (Points/Crossing),17.75
10.2,2,92.8,32,67,S&T (Points/Crossing),11.44
7.2,3,11.7,415,81,Track (Rail/Ballast),48.55
14.6,3,27.3,681,68,Track (Rail/Ballast),56.42
21.3,5,58.7,613,53,OHE (Overhead Equipment),52.03
35.4,1,54.1,135,48,Signal,32.67
4.5,3,69.9,452,15,Signal,28.5
18.7,4,98.4,201,64,Track (Rail/Ballast),22.13
34.4,2,56.4,117,219,OHE (Overhead Equipment),39.54
39.8,2,15.4,469,102,OHE (Overhead Equipment),61.55
13.7,3,79.7,189,51,Signal,28.81
10.6,2,77.7,281,124,S&T (Points/Crossing),28.48
39.7,0,90.6,625,197,Signal,49.36
26.4,4,94.5,37,43,OHE (Overhead Equipment),21.75
38.1,1,50.8,721,61,OHE (Overhead Equipment),46.28
4.6,3,39.1,617,72,S&T (Points/Crossing),44.56
16.0,4,28.6,704,129,Track (Rail/Ballast),57.66
7.7,3,27.8,452,171,S&T (Points/Crossing),49.93
5.6,3,87.4,116,78,OHE (Overhead Equipment),15.43
8.4,2,30.0,38,57,Signal,37.17
30.1,3,74.3,372,172,S&T (Points/Crossing),50.52
16.5,2,87.2,500,72,Track (Rail/Ballast),36.1
23.0,4,70.5,314,172,Track (Rail/Ballast),47.23
14.9,3,65.6,241,40,OHE (Overhead Equipment),33.77
2.4,4,55.8,696,108,OHE (Overhead Equipment),44.1
20.8,2,67.8,711,197,Signal,50.29
13.9,4,57.7,335,49,Track (Rail/Ballast),44.45
21.4,2,64.2,129,96,OHE (Overhead Equipment),31.75
39.2,4,55.9,60,126,Signal,33.22
39.6,1,21.9,165,186,Signal,65.82
8.4,1,69.9,263,197,Track (Rail/Ballast),25.85
13.6,4,98.2,470,48,Track (Rail/Ballast),14.0
20.9,1,98.5,273,184,S&T (Points/Crossing),18.3
30.5,3,92.0,627,216,Track (Rail/Ballast),45.26
15.4,5,73.1,318,73,Signal,32.36
35.5,1,66.7,333,200,Track (Rail/Ballast),42.47
3.3,3,75.3,459,117,OHE (Overhead Equipment),33.46
0.6,1,84.7,227,77,Signal,20.39
5.3,1,64.0,136,138,Signal,26.86
15.6,2,58.9,181,27,S&T (Points/Crossing),35.94
17.4,2,93.0,569,125,S&T (Points/Crossing),28.06
17.5,3,83.8,46,54,OHE (Overhead Equipment),21.84
4.6,2,53.2,31,129,Signal,23.43
20.4,2,85.2,512,88,OHE (Overhead Equipment),28.76
27.8,2,73.5,230,103,Track (Rail/Ballast),23.83
28.0,1,93.2,526,32,Track (Rail/Ballast),24.94
31.1,2,52.3,631,66,S&T (Points/Crossing),44.85
